Hari_ke,Tanggal,Jumlah_Kasus_Kumulatif,Jumlah_Pasien_Sembuh,Jumlah_Pasien_Meninggal,Jumlah_Pasien_Dalam_Perawatan,Jumlah_Kasus_Baru_per_Hari,Jumlah_Kasus_Sembuh_per_Hari,Jumlah_Kasus_Meninggal_per_Hari,Jumlah_Kasus_Dirawat_per_Hari,Persentase_Pasien_Sembuh,Persentase_Pasien_Meninggal,Persentase_Pasien_dalam_Perawat,Jumlah_Spesimen_Diperiksa,Jumlah_Kasus_Diperiksa,Jumlah_Negatif,Spesimen_Diperiksa_Baru_Harian,Kasus_Diperiksa_Baru_Harian,PDP,ODP,Penambahan_Kasus_Terkonfirmasi_,Kasus_Sedang_Investigasi_Lapang,Jumlah_Spesimen_Diperiksa_Terki,Jumlah_Kasus_Diperiksa_Terkini,Spesimen_Diperiksa_Baru_Harian_,Jumlah_Kasus_Diperiksa_Harian_T,Hasil_Positif_Terkini,Hasil_Negatif_Terkini,PDP_Terkini,ODP_Terkini,Suspek_Terkini,Jumlah_Provinsi_Terdampak,Jumlah_KabKot_Terdampak,Pembaruan_Terakhir,FID
160,2020/08/08 00:00:00+00,123503,79306,5658,38539,2277,1749,65,463,64.21382477,4.581265232,31.20491,1693880,963602,840099,30565,11692,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,1
1,2020/03/02 00:00:00+00,2,0,0,2,2,0,0,2,0,0,100,,339,335,,,,,8435,166492,9933751,6591580,71511,38401,1191990,5399590,13439,33504,76911,34,510,2021/02/11 09:55:54+00,2
161,2020/08/09 00:00:00+00,125396,80952,5723,38721,1893,1646,65,182,64.55708316,4.563941434,30.87897541,1715798,972594,847198,21918,8992,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,3
162,2020/08/10 00:00:00+00,127083,82236,5765,39082,1687,1284,42,361,64.71046481,4.536405341,30.75312984,1731634,984893,857810,15836,12299,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,4
163,2020/08/11 00:00:00+00,128776,83710,5824,39242,1693,1474,59,160,65.00434864,4.522581848,30.47306952,1757425,998406,869630,25791,13513,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,5
164,2020/08/12 00:00:00+00,130718,85798,5903,39017,1942,2088,79,-225,65.63594914,4.515827966,29.84822289,1783673,1012104,881386,26248,13698,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,6
165,2020/08/13 00:00:00+00,132816,87558,5968,39290,2098,1760,65,273,65.92428623,4.493434526,29.58227924,1809487,1026954,894138,25814,14850,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,7
166,2020/08/14 00:00:00+00,135123,89618,6021,39484,2307,2060,53,194,66.32327583,4.455940143,29.22078403,1835505,1039682,904559,26018,12728,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,8
167,2020/08/15 00:00:00+00,137468,91321,6071,40076,2345,1703,50,592,66.43073297,4.416300521,29.15296651,1862801,1052503,915035,27296,12821,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,9
168,2020/08/16 00:00:00+00,139549,93103,6150,40296,2081,1782,79,220,66.71706712,4.407054153,28.87587872,1888215,1061721,922172,25414,9218,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,10
169,2020/08/17 00:00:00+00,141370,94458,6207,40705,1821,1355,57,409,66.81615619,4.390606211,28.7932376,1900668,1068945,927575,12453,7224,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,11
170,2020/08/18 00:00:00+00,143043,96306,6277,40460,1673,1848,70,-245,67.32660808,4.388190964,28.28520095,1915039,1081354,938311,14371,12409,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,12
171,2020/08/19 00:00:00+00,144945,98657,6346,39942,1902,2351,69,-518,68.06512815,4.378212425,27.55665942,1941117,1096294,951349,26078,14940,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,13
172,2020/08/20 00:00:00+00,147211,100674,6418,40119,2266,2017,72,177,68.38755256,4.359728553,27.25271889,1969941,1108068,960857,28824,11774,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,14
173,2020/08/21 00:00:00+00,149408,102991,6500,39917,2197,2317,82,-202,68.93272114,4.35050332,26.71677554,1989870,1121602,972194,19929,13534,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,15
174,2020/08/22 00:00:00+00,151498,105198,6594,39706,2090,2207,94,-211,69.43854044,4.352532707,26.20892685,2014619,1139768,988270,24749,18166,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,16
175,2020/08/23 00:00:00+00,153535,107500,6680,39355,2037,2302,86,-351,70.01660859,4.350799492,25.63259192,2036771,1157184,1003649,22152,17416,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,17
176,2020/08/24 00:00:00+00,155412,111060,6759,37593,1877,3560,79,-1762,71.46166319,4.349085013,24.1892518,2056166,1173369,1017957,19395,16185,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,18
177,2020/08/25 00:00:00+00,157859,112867,6858,38134,2447,1807,99,541,71.49861585,4.344383279,24.15700087,2077441,1191948,1034089,21275,18579,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,19
178,2020/08/26 00:00:00+00,160165,115409,6944,37812,2306,2542,86,-322,72.05631692,4.335528986,23.60815409,2106753,1212468,1052303,29312,20520,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,20
179,2020/08/27 00:00:00+00,162884,118575,7064,37245,2719,3166,120,-567,72.79720537,4.336828663,22.86596596,2136416,1233486,1070602,29663,21018,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,21
180,2020/08/28 00:00:00+00,165887,120900,7169,37818,3003,2325,105,573,72.88093702,4.321616522,22.79744645,2169498,1250135,1084248,33082,16649,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,22
181,2020/08/29 00:00:00+00,169195,122802,7261,39132,3308,1902,92,1314,72.58015899,4.291497976,23.12834304,2198403,1271301,1102106,28905,21166,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,23
182,2020/08/30 00:00:00+00,172053,124185,7343,40525,2858,1383,82,1393,72.1783404,4.267870947,23.55378866,2224337,1282618,1110565,25934,11317,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,24
183,2020/08/31 00:00:00+00,174796,125959,7417,41420,2743,1774,74,895,72.06057347,4.243232111,23.69619442,2239642,1297184,1122388,15305,14566,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,25
184,2020/09/01 00:00:00+00,177571,128057,7505,42009,2775,2098,88,589,72.11594236,4.226478423,23.65757922,2270267,1312477,1134906,30625,15293,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,26
185,2020/09/02 00:00:00+00,180646,129971,7616,43059,3075,1914,111,1050,71.9478981,4.215980426,23.83612148,2301268,1333985,1153339,31001,21508,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,27
186,2020/09/03 00:00:00+00,184268,132055,7750,44463,3622,2084,134,1404,71.66464063,4.205830638,24.12952873,2338865,1353291,1169023,37597,19306,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,28
187,2020/09/04 00:00:00+00,187537,134181,7832,45524,3269,2126,82,1061,71.54908098,4.176242555,24.27467646,2375133,1371391,1183854,36268,18100,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,29
188,2020/09/05 00:00:00+00,190665,136401,7940,46324,3128,2220,108,800,71.53961136,4.164372066,24.29601657,2405773,1388288,1197623,30640,16897,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,30
189,2020/09/06 00:00:00+00,194109,138575,8025,47509,3444,2174,85,1185,71.39030133,4.134275072,24.4754236,2433752,1401513,1207404,27979,13225,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,31
190,2020/09/07 00:00:00+00,196989,140652,8130,48207,2880,2077,105,698,71.40094117,4.127134002,24.47192483,2452164,1417694,1220705,18412,16181,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,32
191,2020/09/08 00:00:00+00,200035,142958,8230,48847,3046,2306,100,640,71.46649336,4.114280001,24.41922664,2484807,1434294,1234259,32643,16600,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,33
54,2020/04/24 00:00:00+00,8211,1002,689,6520,436,42,42,352,12.20314213,8.39118256,79.40567531,64054,50563,42352,4119,1916,18301,197951,,,,,,,,,,,,,,1970/01/01 00:00:00+00,34
192,2020/09/09 00:00:00+00,203342,145200,8336,49806,3307,2242,106,959,71.4067925,4.099497398,24.4937101,2514670,1449629,1246287,29863,15335,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,35
2,2020/03/03 00:00:00+00,2,0,0,2,0,0,0,0,0,0,100,,341,337,,2,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,36
3,2020/03/04 00:00:00+00,2,0,0,2,0,0,0,0,0,0,100,,372,356,,31,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,37
55,2020/04/25 00:00:00+00,8607,1042,720,6845,396,40,31,325,12.106425,8.365284071,79.52829093,67828,52541,43934,3774,1978,19084,206911,,,,,,,,,,,,,,1970/01/01 00:00:00+00,38
193,2020/09/10 00:00:00+00,207203,147510,8456,51237,3861,2310,120,1431,71.19105418,4.081021993,24.72792382,2549579,1469943,1262740,34909,20314,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,39
4,2020/03/05 00:00:00+00,2,0,0,2,0,0,0,0,0,0,100,,388,371,,16,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,40
56,2020/04/26 00:00:00+00,8882,1107,743,7032,275,65,23,187,12.46340914,8.365233056,79.1713578,72099,56974,48092,4271,4433,19648,209040,,,,,,,,,,,,,,1970/01/01 00:00:00+00,41
57,2020/04/27 00:00:00+00,9096,1151,765,7180,214,44,22,148,12.65391381,8.410290237,78.93579595,75157,59409,50313,3058,2435,19987,210199,,,,,,,,,,,,,,1970/01/01 00:00:00+00,42
58,2020/04/28 00:00:00+00,9511,1254,773,7484,415,103,8,304,13.18473347,8.127431395,78.68783514,79618,62544,53033,4461,3135,20428,213644,,,,,,,,,,,,,,1970/01/01 00:00:00+00,43
59,2020/04/29 00:00:00+00,9771,1391,784,7596,260,137,11,112,14.2360045,8.023743731,77.74025177,86985,67784,58013,7367,524,21653,221750,,,,,,,,,,,,,,1970/01/01 00:00:00+00,44
60,2020/04/30 00:00:00+00,10118,1522,792,7804,347,131,8,208,15.04249852,7.82763392,77.12986756,94599,72531,60233,7614,4567,21827,230411,,,,,,,,,,,,,,1970/01/01 00:00:00+00,45
61,2020/05/01 00:00:00+00,10551,1591,800,8160,433,69,8,356,15.07913942,7.582219695,77.33864089,102305,76538,65987,7706,4187,22123,233120,,,,,,,,,,,,,,1970/01/01 00:00:00+00,46
62,2020/05/02 00:00:00+00,10843,1665,831,8347,292,74,31,187,15.35552891,7.663930647,76.98054044,107943,79868,69025,5638,333,22545,235035,,,,,,,,,,,,,,1970/01/01 00:00:00+00,47
63,2020/05/03 00:00:00+00,11192,1876,845,8471,349,211,14,124,16.76197284,7.55003574,75.68799142,112965,83012,71820,5022,3144,23130,236369,,,,,,,,,,,,,,1970/01/01 00:00:00+00,48
64,2020/05/04 00:00:00+00,11587,1954,864,8769,395,78,19,298,16.86372659,7.456632433,75.67964098,116861,86061,74474,3896,3049,24020,238178,,,,,,,,,,,,,,1970/01/01 00:00:00+00,49
