Hari_ke,Tanggal,Jumlah_Kasus_Kumulatif,Jumlah_Pasien_Sembuh,Jumlah_Pasien_Meninggal,Jumlah_Pasien_Dalam_Perawatan,Jumlah_Kasus_Baru_per_Hari,Jumlah_Kasus_Sembuh_per_Hari,Jumlah_Kasus_Meninggal_per_Hari,Jumlah_Kasus_Dirawat_per_Hari,Persentase_Pasien_Sembuh,Persentase_Pasien_Meninggal,Persentase_Pasien_dalam_Perawat,Jumlah_Spesimen_Diperiksa,Jumlah_Kasus_Diperiksa,Jumlah_Negatif,Spesimen_Diperiksa_Baru_Harian,Kasus_Diperiksa_Baru_Harian,PDP,ODP,Penambahan_Kasus_Terkonfirmasi_,Kasus_Sedang_Investigasi_Lapang,Jumlah_Spesimen_Diperiksa_Terki,Jumlah_Kasus_Diperiksa_Terkini,Spesimen_Diperiksa_Baru_Harian_,Jumlah_Kasus_Diperiksa_Harian_T,Hasil_Positif_Terkini,Hasil_Negatif_Terkini,PDP_Terkini,ODP_Terkini,Suspek_Terkini,Jumlah_Provinsi_Terdampak,Jumlah_KabKot_Terdampak,Pembaruan_Terakhir,FID
283,2020/12/09 00:00:00+00,592900,487445,18171,87284,6058,3948,171,1939,82.2136954,3.064766402,14.7215382,6168268,4143604,3550704,56034,30514,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,331
284,2020/12/10 00:00:00+00,598933,491975,18336,88622,6033,4530,165,1338,82.14190903,3.061444268,14.7966467,6200252,4176266,3577333,49603,32662,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,332
285,2020/12/11 00:00:00+00,605243,496886,18511,89846,6310,4911,175,1224,82.09694288,3.05844099,14.84461613,6271943,4216052,3610809,54072,39786,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,333
286,2020/12/12 00:00:00+00,611631,501376,18653,91602,6388,4490,142,1756,81.97360827,3.049714616,14.97667711,6331331,4253821,3642190,59388,37769,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,334
287,2020/12/13 00:00:00+00,617820,505836,18819,93165,6189,4460,166,1563,81.87433233,3.046032825,15.07963485,6382379,4279168,3661348,51048,25347,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,335
288,2020/12/14 00:00:00+00,623309,510957,18956,93396,5489,5121,137,231,81.97491132,3.041188239,14.98390044,6424385,4308544,3685235,42006,29376,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,336
289,2020/12/15 00:00:00+00,629429,516656,19111,93662,6120,5699,155,266,82.08328501,3.036243961,14.88047103,6485085,4347393,3717964,60700,38849,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,337
290,2020/12/16 00:00:00+00,636154,521984,19248,94922,6725,5328,137,1260,82.05308777,3.025682461,14.92122977,6546376,4383985,3747831,61291,36592,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,338
291,2020/12/17 00:00:00+00,643508,526979,19390,97139,7354,4995,142,2217,81.89160042,3.013171553,15.09522803,6607005,4427446,3783938,60629,43461,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,339
292,2020/12/18 00:00:00+00,650197,531995,19514,98688,6689,5016,124,1549,81.82058668,3.001244238,15.17816908,6674683,4465960,3815763,67678,38514,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,340
293,2020/12/19 00:00:00+00,657948,536260,19659,102029,7751,4265,145,3341,81.50492136,2.987926098,15.50715254,6738451,4507874,3849926,63768,41914,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,341
294,2020/12/20 00:00:00+00,671778,546884,20085,104809,13830,10624,426,2780,81.40844148,2.989826996,15.60173152,6824030,4561464,3889686,37445,24753,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,342
295,2020/12/21 00:00:00+00,678125,552722,20257,105146,6347,5838,172,337,81.50739171,2.987207373,15.50540092,6873836,4592232,3914107,49806,30768,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,343
296,2020/12/22 00:00:00+00,678125,552722,20257,105146,0,0,0,0,81.50739171,2.987207373,15.50540092,6873836,4592232,3914107,49806,30768,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,344
297,2020/12/23 00:00:00+00,685639,558703,20408,106528,7514,5981,151,1382,81.48646737,2.976493461,15.53703917,6926508,4625786,3940147,52672,33554,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,345
298,2020/12/24 00:00:00+00,692838,563980,20589,108269,7199,5277,181,1741,81.40142429,2.971690352,15.62688536,6987576,4665868,3973030,61068,40082,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,346
299,2020/12/25 00:00:00+00,700097,570304,20847,108946,7259,6324,258,677,81.46071187,2.977730229,15.5615579,7037969,4700999,4000902,50393,35131,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,347
300,2020/12/26 00:00:00+00,706837,576693,20994,109150,6740,6389,147,204,81.58783425,2.970133142,15.4420326,7082550,4732231,4025394,44581,31232,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,348
301,2020/12/27 00:00:00+00,713365,583676,21237,108452,6528,6983,243,-698,81.82010612,2.977017375,15.20287651,7124513,4761656,4048291,41963,29425,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,349
302,2020/12/28 00:00:00+00,719219,589978,21452,107789,5854,6302,215,-663,82.03036905,2.982679824,14.98695112,7159309,4788286,4069067,34796,26630,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,350
303,2020/12/29 00:00:00+00,727122,596783,21703,108636,7903,6805,251,847,82.07467248,2.984781096,14.94054643,7224452,4831091,4103969,65143,42805,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,351
304,2020/12/30 00:00:00+00,735124,603741,21944,109439,8002,6958,241,803,82.12777708,2.985074627,14.88714829,7297374,4875480,4140356,72922,44389,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,352
305,2020/12/31 00:00:00+00,743198,611097,22138,109963,8074,7356,194,524,82.22532892,2.978748597,14.79592249,7355174,4912745,4169547,57800,37265,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,353
306,2021/01/01 00:00:00+00,751270,617936,22329,111005,8072,6839,191,1042,82.2521863,2.97216713,14.77564657,7395959,4940146,4188876,40785,27401,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,354
307,2021/01/02 00:00:00+00,758473,625518,22555,110400,7203,7582,226,-605,82.470701,2.973738024,14.55556098,7429489,4964525,4206052,33530,24379,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,355
308,2021/01/03 00:00:00+00,765350,631937,22734,110679,6877,6419,179,279,82.56836741,2.970405697,14.46122689,7470992,4992303,4226953,41503,27778,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,356
309,2021/01/04 00:00:00+00,772103,639103,22911,110089,6753,7166,177,-590,82.77431897,2.967350211,14.25833082,7516860,5022974,4250871,45868,30671,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,357
310,2021/01/05 00:00:00+00,779548,645746,23109,110693,7445,6643,198,604,82.83595109,2.964410145,14.19963877,7577380,5061283,4281735,60520,38309,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,358
311,2021/01/06 00:00:00+00,788402,652513,23296,112593,8854,6767,187,1900,82.76399603,2.95483776,14.28116621,7645288,5106017,4317615,67908,44734,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,359
312,2021/01/07 00:00:00+00,797723,659437,23520,114766,9321,6924,224,2173,82.66491,2.94839186,14.38669814,7713307,5150808,4353085,68019,44791,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,360
313,2021/01/08 00:00:00+00,808340,666883,23753,117704,10617,7446,233,2938,82.50030928,2.938491229,14.5611995,7779926,5193413,4385073,66619,42605,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,361
314,2021/01/09 00:00:00+00,818386,673511,23947,120928,10046,6628,194,3224,82.29747332,2.926125325,14.77640136,7836984,5232921,4414535,57666,39508,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,362
315,2021/01/10 00:00:00+00,828026,681024,24129,122873,9640,7513,182,1945,82.24669274,2.914038931,14.83926833,7883009,5264664,4436638,46.025,31743,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,363
316,2021/01/11 00:00:00+00,836718,688739,24343,123636,8692,7715,214,763,82.31435203,2.909343411,14.77630456,7921070,5292612,4455894,38061,27948,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,364
317,2021/01/12 00:00:00+00,846765,695807,24645,126313,10047,7068,302,2677,82.17238549,2.910488742,14.91712577,7991379,5333160,4486395,70309,40548,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,365
318,2021/01/13 00:00:00+00,858043,703464,24951,129628,11278,7657,306,3315,81.9847024,2.907896224,15.10740138,8063068,5380137,4522094,71689,46977,,,,,,,,,,,,,,,,1970/01/01 00:00:00+00,366
